"PID","AssessmentYear","Ward_name","DemandTax","DemandCess","DemandPenalty","DemandSWMCess","DemandTotal"
"58675","2012-13","1a","2489","597","0","0","3086"
"58675","2013-14","1a","2980","715","238","660","4593"
"58675","2014-15","1a","3064","797","0","660","4521"
"58677","2002-03","1a","1161","511","0","0","1672"
"58677","2003-04","1a","71","17","0","0","88"
"58677","2004-05","1a","71","17","0","0","88"
"58677","2005-06","1a","71","17","0","0","88"
"58677","2006-07","1a","95","23","0","0","118"
"58677","2007-08","1a","95","23","0","0","118"
"58677","2008-09","1a","95","23","0","0","118"
"58677","2009-10","1a","71","17","0","0","88"
"58677","2010-11","1a","71","17","0","0","88"
"58677","2011-12","1a","71","17","131","0","219"
"58677","2012-13","1a","70","17","12","180","279"
"58677","2013-14","1a","80","19","14","180","293"
"58677","2014-15","1a","80","21","90","180","371"
"58679","2002-03","1a","163","71","0","0","234"
"58679","2003-04","1a","163","39","0","0","202"
"58679","2004-05","1a","313","75","0","0","388"
"58679","2005-06","1a","466","112","0","0","578"
"58679","2006-07","1a","462","111","0","0","573"
"58679","2007-08","1a","659","158","0","0","817"
"58679","2008-09","1a","653","157","0","0","810"
"58679","2009-10","1a","648","155","0","0","803"
"58679","2010-11","1a","953","229","0","0","1182"
"58679","2011-12","1a","944","227","0","0","1171"
"58679","2012-13","1a","865","208","0","0","1073"
"58679","2013-14","1a","987","237","0","360","1584"
"58679","2014-15","1a","996","259","0","360","1615"
"58680","2002-03","1a","298","131","0","0","429"
"58680","2003-04","1a","297","71","255","0","623"
"58680","2004-05","1a","300","72","0","0","372"
"58680","2005-06","1a","317","76","272","0","666"
"58680","2006-07","1a","315","76","270","0","662"
"58680","2007-08","1a","312","75","268","0","655"
"58680","2008-09","1a","309","74","265","0","649"
"58680","2009-10","1a","307","74","264","0","645"
"58680","2010-11","1a","304","73","261","0","638"
"58680","2011-12","1a","302","72","229","0","604"
"58680","2012-13","1a","299","72","155","180","706"
"58680","2013-14","1a","341","82","95","180","698"
"58680","2014-15","1a","338","88","20","180","626"
"58684","2002-03","1a","115","51","0","0","166"
"58684","2003-04","1a","115","28","0","0","143"
"58684","2004-05","1a","115","28","0","0","143"
"58684","2005-06","1a","155","37","0","0","192"
"58684","2006-07","1a","155","37","0","0","192"
"58684","2007-08","1a","155","37","0","0","192"
"58684","2008-09","1a","155","37","0","0","192"
"58684","2009-10","1a","156","37","0","0","193"
"58684","2010-11","1a","154","37","0","0","191"
"58684","2011-12","1a","153","37","282","0","472"
"58684","2012-13","1a","152","36","243","180","611"
"58684","2013-14","1a","173","42","235","180","630"
"58684","2014-15","1a","172","45","193","180","590"
"58686","2002-03","1a","349","154","0","0","503"
"58686","2003-04","1a","372","89","1399","0","1860"
"58686","2004-05","1a","369","89","1299","0","1757"
"58686","2005-06","1a","438","105","1437","0","1980"
"58686","2006-07","1a","434","104","1319","0","1857"
"58686","2007-08","1a","431","103","1207","0","1741"
"58686","2008-09","1a","427","102","1093","0","1622"
"58686","2009-10","1a","423","102","981","0","1506"
"58686","2010-11","1a","420","101","874","0","1395"
"58686","2011-12","1a","416","100","765","0","1281"
"58686","2012-13","1a","412","99","659","180","1350"
"58686","2013-14","1a","470","113","639","180","1402"
"58686","2014-15","1a","466","121","522","180","1289"
"58689","2002-03","1a","487","214","0","0","701"
"58689","2003-04","1a","482","116","0","0","598"
"58689","2004-05","1a","477","114","0","0","591"
"58689","2005-06","1a","690","166","0","0","856"
"58689","2006-07","1a","682","164","0","0","846"
"58689","2007-08","1a","603","145","0","0","748"
"58689","2008-09","1a","597","144","513","0","1254"
"58689","2009-10","1a","592","143","414","0","1149"
"58689","2010-11","1a","586","141","270","0","997"
"58689","2011-12","1a","581","139","128","0","848"
"58689","2012-13","1a","576","138","0","0","714"
"58689","2013-14","1a","656","157","79","180","1072"
"58689","2014-15","1a","618","161","0","180","959"
"58691","2002-03","1a","36","16","0","0","52"
"58691","2003-04","1a","36","9","0","0","45"
"58691","2004-05","1a","36","9","0","0","45"
"58691","2005-06","1a","36","9","0","0","45"
"58691","2006-07","1a","36","9","0","0","45"
"58691","2007-08","1a","36","9","0","0","45"
"58691","2008-09","1a","36","9","0","0","45"
"58691","2009-10","1a","36","9","0","0","45"
"58691","2010-11","1a","60","15","28","0","103"
"58691","2011-12","1a","60","15","13","0","88"
"58691","2012-13","1a","60","14","0","0","75"
"58691","2013-14","1a","78","19","16","0","113"
"58691","2014-15","1a","74","19","0","0","93"
"58693","2002-03","1a","148","65","592","0","805"
"58693","2003-04","1a","147","35","553","0","735"
"58693","2004-05","1a","146","35","514","0","695"
"58693","2005-06","1a","146","35","479","0","660"
"58693","2006-07","1a","144","35","438","0","617"
"58693","2007-08","1a","148","36","127","0","311"
"58693","2008-09","1a","142","34","364","0","540"
"58693","2009-10","1a","142","34","329","0","505"
"58693","2010-11","1a","142","34","295","0","471"
"58693","2011-12","1a","142","34","261","0","437"
"58693","2012-13","1a","143","34","40","180","397"
"58693","2013-14","1a","163","39","6","180","388"
"58693","2014-15","1a","142","37","159","180","518"
"58694","2002-03","1a","45","20","0","0","65"
"58694","2003-04","1a","45","11","0","0","56"
"58694","2004-05","1a","45","11","0","0","56"
"58694","2005-06","1a","45","11","0","0","56"
"58694","2006-07","1a","45","11","0","0","56"
"58694","2007-08","1a","45","11","0","0","56"
"58694","2008-09","1a","45","11","0","0","56"
"58694","2009-10","1a","45","11","0","0","56"
"58694","2010-11","1a","45","11","0","0","56"
"58694","2011-12","1a","45","11","22","0","78"
"58694","2012-13","1a","45","11","11","0","67"
"58694","2013-14","1a","58","14","1","0","73"
"58694","2014-15","1a","58","15","5","0","78"
"58696","2002-03","1a","0","0","0","0","0"
"58696","2003-04","1a","0","0","0","0","0"
"58696","2004-05","1a","44","11","0","0","55"
"58696","2005-06","1a","63","15","54","0","132"
"58696","2006-07","1a","63","15","54","0","132"
"58696","2007-08","1a","63","15","54","0","132"
"58696","2008-09","1a","63","15","54","0","132"
"58696","2009-10","1a","63","15","44","0","122"
"58696","2010-11","1a","63","15","28","0","106"
"58696","2011-12","1a","63","15","13","0","91"
"58696","2012-13","1a","63","15","0","0","78"
"58696","2013-14","1a","82","20","3","0","105"
"58696","2014-15","1a","82","21","2","0","105"
"58697","2002-03","1a","45","20","38","0","103"
"58697","2003-04","1a","45","11","38","0","94"
"58697","2004-05","1a","45","11","38","0","94"
"58697","2005-06","1a","45","11","38","0","94"
"58697","2006-07","1a","45","11","38","0","94"
"58697","2007-08","1a","45","11","38","0","94"
"58697","2008-09","1a","45","11","38","0","94"
"58697","2009-10","1a","45","11","38","0","94"
"58697","2010-11","1a","45","11","38","0","94"
"58697","2011-12","1a","45","11","33","0","89"
"58697","2012-13","1a","45","11","22","0","78"
"58697","2013-14","1a","1480","355","384","540","2759"
"58697","2014-15","1a","1466","381","29","540","2416"
"58699","2002-03","1a","36","16","0","0","52"
"58699","2003-04","1a","36","9","0","0","45"
"58699","2004-05","1a","36","9","0","0","45"
"58699","2005-06","1a","36","9","0","0","45"
"58699","2006-07","1a","36","9","0","0","45"
"58699","2007-08","1a","36","9","0","0","45"
"58699","2008-09","1a","36","9","0","0","45"
"58699","2009-10","1a","36","9","0","0","45"
"58699","2010-11","1a","36","9","5","0","50"
"58699","2011-12","1a","36","9","66","0","111"
"58699","2012-13","1a","34","8","0","0","42"
"58699","2013-14","1a","45","11","0","0","56"
"58699","2014-15","1a","45","12","0","0","57"
"58700","2002-03","1a","120","53","0","0","173"
"58700","2003-04","1a","120","29","0","0","149"
"58700","2004-05","1a","120","29","0","0","149"
"58700","2005-06","1a","60","17","0","0","77"
"58700","2006-07","1a","70","16","0","0","86"
"58700","2007-08","1a","70","16","0","0","86"
"58700","2008-09","1a","70","16","0","0","86"
"58700","2009-10","1a","60","14","139","0","213"
"58700","2010-11","1a","60","14","125","0","199"
"58700","2011-12","1a","60","14","110","0","184"
"58700","2012-13","1a","60","14","96","0","170"
"58700","2013-14","1a","78","19","106","0","203"
"58700","2014-15","1a","78","20","87","0","185"
"58706","2002-03","1a","45","20","0","0","65"
"58706","2003-04","1a","45","20","0","0","65"
"58706","2004-05","1a","45","20","0","0","65"
"58706","2005-06","1a","45","20","0","0","65"
"58706","2006-07","1a","45","11","0","0","56"
"58706","2007-08","1a","45","11","0","0","56"
"58706","2008-09","1a","45","11","0","0","56"
"58706","2009-10","1a","45","11","0","0","56"
"58706","2010-11","1a","39","9","81","0","129"
"58706","2011-12","1a","45","11","0","0","56"
"58706","2012-13","1a","46","11","5","0","62"
"58706","2013-14","1a","59","14","0","0","73"
"58706","2014-15","1a","51","13","0","0","64"
"58708","2002-03","1a","23","6","0","0","29"
"58708","2003-04","1a","23","5","0","0","28"
"58708","2004-05","1a","23","5","0","0","28"
"58708","2005-06","1a","18","4","0","0","22"
"58708","2006-07","1a","18","4","0","0","22"
"58708","2007-08","1a","18","4","0","0","22"
"58708","2008-09","1a","523","126","0","0","649"
"58708","2009-10","1a","678","162","265","0","1105"
"58708","2010-11","1a","670","160","85","0","915"
"58708","2011-12","1a","665","160","1224","0","2049"
"58708","2012-13","1a","658","158","1053","360","2229"
"58708","2013-14","1a","750","180","1020","360","2310"
"58708","2014-15","1a","743","193","832","360","2128"
"58711","2002-03","1a","302","72","0","0","374"
"58711","2003-04","1a","302","72","0","0","374"
"58711","2004-05","1a","302","72","0","0","374"
"58711","2005-06","1a","456","110","0","0","566"
"58711","2006-07","1a","456","110","0","0","566"
"58711","2007-08","1a","456","110","0","0","566"
"58711","2008-09","1a","456","110","0","0","566"
"58711","2009-10","1a","456","109","0","0","565"
"58711","2010-11","1a","437","105","0","0","542"
"58711","2011-12","1a","374","90","688","0","1152"
"58711","2012-13","1a","371","89","594","180","1234"
"58711","2013-14","1a","368","88","500","180","1136"
"58711","2014-15","1a","407","106","456","180","1149"
"58711","2015-16","1a","66","17","58","0","141"
"58713","2002-03","1a","532","234","0","0","766"
"58713","2003-04","1a","501","120","0","0","621"
"58713","2004-05","1a","535","128","0","0","663"
"58713","2005-06","1a","611","147","0","0","758"
"58713","2006-07","1a","605","145","0","0","750"
"58713","2007-08","1a","595","143","0","0","738"
"58713","2008-09","1a","594","143","0","0","737"
"58713","2009-10","1a","594","143","0","0","737"
"58713","2010-11","1a","592","143","260","0","995"
"58713","2011-12","1a","587","141","117","0","845"
"58713","2012-13","1a","553","133","0","0","686"
"58713","2013-14","1a","664","160","106","360","1290"
"58713","2014-15","1a","658","171","737","360","1926"
"58714","2002-03","1a","72","32","0","0","104"
"58714","2003-04","1a","72","17","0","0","89"
"58714","2004-05","1a","72","17","0","0","89"
"58714","2005-06","1a","72","17","0","0","89"
"58714","2006-07","1a","72","17","0","0","89"
"58714","2007-08","1a","72","17","0","0","89"
"58714","2008-09","1a","72","17","0","0","89"
"58714","2009-10","1a","72","17","51","0","140"
"58714","2010-11","1a","72","17","34","0","123"
"58714","2011-12","1a","72","17","17","0","106"
"58714","2012-13","1a","72","17","0","0","89"
"58714","2013-14","1a","94","23","28","0","145"
"58714","2014-15","1a","94","24","6","0","124"
"58717","2002-03","1a","143","63","0","0","206"
"58717","2003-04","1a","142","34","0","0","176"
"58717","2004-05","1a","141","34","0","0","175"
"58717","2005-06","1a","143","34","0","0","177"
"58717","2006-07","1a","142","34","0","0","176"
"58717","2007-08","1a","141","34","0","0","175"
"58717","2008-09","1a","81","19","70","0","170"
"58717","2009-10","1a","80","19","64","0","163"
"58717","2010-11","1a","79","19","44","0","142"
"58717","2011-12","1a","79","19","25","0","123"
"58717","2012-13","1a","78","19","6","180","283"
"58717","2013-14","1a","89","21","0","180","290"
"58717","2014-15","1a","89","23","100","180","392"
"58718","2002-03","1a","30","13","0","0","43"
"58718","2003-04","1a","30","7","0","0","37"
"58718","2004-05","1a","30","7","0","0","37"
"58718","2005-06","1a","30","7","0","0","37"
"58718","2006-07","1a","30","7","0","0","37"
"58718","2007-08","1a","30","7","0","0","37"
"58718","2008-09","1a","30","7","0","0","37"
"58718","2009-10","1a","403","96","0","0","499"
"58718","2010-11","1a","30","7","13","0","50"
"58718","2011-12","1a","30","7","5","0","42"
"58718","2012-13","1a","30","7","48","0","85"
"58718","2013-14","1a","39","9","53","0","101"
"58718","2014-15","1a","39","10","44","0","93"
"58719","2002-03","1a","42","18","36","0","96"
"58719","2003-04","1a","42","10","36","0","88"
"58719","2004-05","1a","42","10","36","0","88"
"58719","2005-06","1a","42","10","36","0","88"
"58719","2006-07","1a","42","10","36","0","88"
"58719","2007-08","1a","42","10","36","0","88"
"58719","2008-09","1a","42","10","36","0","88"
"58719","2009-10","1a","630","151","542","0","1323"
"58719","2014-15","1a","691","180","0","180","1051"
"58719","2010-11","1a","624","150","537","0","1311"
"58719","2011-12","1a","618","148","433","0","1199"
"58719","2012-13","1a","613","147","282","180","1222"
"58719","2013-14","1a","698","168","154","180","1200"
"58723","2002-03","1a","70","30","0","0","100"
"58723","2003-04","1a","70","16","0","0","86"
"58723","2004-05","1a","70","16","0","0","86"
"58723","2005-06","1a","70","16","0","0","86"
"58723","2006-07","1a","70","16","0","0","86"
"58723","2007-08","1a","70","16","0","0","86"
"58723","2008-09","1a","70","16","0","0","86"
"58723","2009-10","1a","70","16","0","0","86"
"58723","2010-11","1a","70","16","0","0","86"
"58723","2011-12","1a","70","16","0","0","86"
"58723","2012-13","1a","66","16","0","0","82"
"58723","2013-14","1a","66","16","0","0","82"
"58723","2014-15","1a","91","24","102","0","217"
"58724","2002-03","1a","1355","587","0","0","1942"
"58724","2003-04","1a","1314","315","0","0","1629"
"58724","2004-05","1a","1309","314","0","0","1623"
"58724","2005-06","1a","487","116","0","0","603"
"58724","2006-07","1a","487","116","0","0","603"
"58724","2007-08","1a","478","115","0","0","593"
"58724","2008-09","1a","474","113","0","0","587"
"58724","2009-10","1a","485","117","407","0","1009"
"58724","2010-11","1a","481","115","289","0","885"
"58724","2011-12","1a","477","115","172","0","764"
"58724","2012-13","1a","477","115","57","180","829"
"58724","2013-14","1a","549","132","747","180","1608"
"58724","2014-15","1a","549","143","615","180","1487"
"58725","2002-03","1a","42","18","0","0","60"
"58725","2003-04","1a","42","10","0","0","52"
"58725","2004-05","1a","42","10","0","0","52"
"58725","2005-06","1a","42","10","0","0","52"
"58725","2006-07","1a","42","10","0","0","52"
"58725","2007-08","1a","42","10","0","0","52"
"58725","2008-09","1a","42","10","0","0","52"
"58725","2009-10","1a","42","10","0","0","52"
"58725","2010-11","1a","42","10","0","0","52"
"58725","2011-12","1a","42","10","0","0","52"
"58725","2012-13","1a","72","17","115","0","204"
"58725","2013-14","1a","72","17","98","0","187"
"58725","2014-15","1a","93","24","104","0","221"
"58725","2015-16","1a","93","24","82","0","199"
"58726","2002-03","1a","36","16","0","0","52"
"58726","2003-04","1a","36","9","0","0","45"
"58726","2004-05","1a","36","9","0","0","45"
"58726","2005-06","1a","36","9","0","0","45"
"58726","2006-07","1a","36","9","0","0","45"
"58726","2007-08","1a","36","9","0","0","45"
"58726","2008-09","1a","36","9","0","0","45"
"58726","2009-10","1a","36","9","0","0","45"
"58726","2010-11","1a","36","9","0","0","45"
"58726","2011-12","1a","36","9","10","0","55"
"58726","2012-13","1a","36","9","1","0","46"
"58726","2013-14","1a","47","11","0","0","58"
"58726","2014-15","1a","47","12","0","0","59"
"58731","2002-03","1a","524","231","0","0","755"
"58731","2003-04","1a","890","214","0","0","1104"
"58731","2004-05","1a","880","211","0","0","1091"
"58731","2005-06","1a","639","153","550","0","1342"
"58731","2006-07","1a","971","233","0","0","1204"
"58731","2007-08","1a","322","77","0","0","399"
"58731","2008-09","1a","947","227","0","0","1174"
"58731","2009-10","1a","937","225","0","0","1162"
"58731","2010-11","1a","937","225","0","0","1162"
"58731","2011-12","1a","691","166","152","0","1009"
"58731","2012-13","1a","685","164","0","0","849"
"58731","2013-14","1a","781","187","172","180","1320"
"58731","2014-15","1a","774","201","0","180","1155"
"58732","2002-03","1a","400","96","0","0","496"
"58732","2003-04","1a","496","96","0","0","592"
"58732","2004-05","1a","400","96","0","0","496"
"58732","2005-06","1a","159","38","522","0","719"
"58732","2006-07","1a","159","38","483","0","680"
"58732","2007-08","1a","159","38","445","0","642"
"58732","2008-09","1a","159","38","407","0","604"
"58732","2009-10","1a","159","38","369","0","566"
"58732","2010-11","1a","159","38","331","0","528"
"58732","2011-12","1a","159","38","293","0","490"
"58732","2012-13","1a","159","38","254","180","631"
"58732","2013-14","1a","159","38","216","180","593"
"58732","2014-15","1a","167","43","187","180","577"
"58737","2002-03","1a","240","106","0","0","346"
"58737","2003-04","1a","292","70","0","0","362"
"58737","2004-05","1a","292","70","0","0","362"
"58737","2005-06","1a","292","70","0","0","362"
"58737","2006-07","1a","344","83","0","0","427"
"58737","2007-08","1a","344","82","0","0","427"
"58737","2008-09","1a","344","82","0","0","426"
"58737","2009-10","1a","392","94","0","0","418"
"58737","2010-11","1a","335","80","0","0","415"
"58737","2011-12","1a","385","93","192","0","670"
"58737","2012-13","1a","382","91","99","180","752"
"58737","2013-14","1a","435","104","9","180","728"
"58737","2014-15","1a","432","112","484","180","1208"
"58739","2002-03","1a","83","37","0","0","120"
"58739","2003-04","1a","83","20","0","0","103"
"58739","2004-05","1a","83","20","0","0","103"
"58739","2005-06","1a","83","20","0","0","103"
"58739","2006-07","1a","83","20","0","0","103"
"58739","2007-08","1a","680","163","0","0","843"
"58739","2008-09","1a","674","161","0","0","835"
"58739","2009-10","1a","668","160","0","0","828"
"58739","2010-11","1a","656","157","289","0","1102"
"58739","2011-12","1a","650","156","130","0","936"
"58739","2012-13","1a","612","147","0","0","759"
"58739","2013-14","1a","733","176","59","180","1148"
"58739","2014-15","1a","728","189","815","180","1912"
"58740","2002-03","1a","42","18","0","0","60"
"58740","2003-04","1a","42","10","0","0","52"
"58740","2004-05","1a","42","10","0","0","52"
"58740","2005-06","1a","42","10","44","0","96"
"58740","2006-07","1a","42","10","44","0","96"
"58740","2007-08","1a","42","10","41","0","93"
"58740","2008-09","1a","42","10","30","0","82"
"58740","2009-10","1a","42","10","17","0","69"
"58740","2010-11","1a","42","10","5","0","57"
"58740","2011-12","1a","42","10","0","0","52"
"58740","2012-13","1a","525","126","21","180","852"
"58740","2013-14","1a","598","144","813","180","1735"
"58740","2014-15","1a","593","154","664","180","1591"
"58745","2002-03","1a","60","16","0","0","76"
"58745","2003-04","1a","60","9","0","0","69"
"58745","2004-05","1a","60","9","0","0","69"
"58745","2005-06","1a","60","9","0","0","69"
"58745","2006-07","1a","181","52","0","0","233"
"58745","2007-08","1a","36","9","101","0","146"
"58745","2008-09","1a","36","9","92","0","137"
"58745","2009-10","1a","36","9","84","0","129"
"58745","2010-11","1a","36","9","75","0","120"
"58745","2011-12","1a","36","9","66","0","111"
"58745","2012-13","1a","36","9","58","0","103"
"58745","2013-14","1a","47","11","64","0","122"
"58745","2014-15","1a","47","12","53","0","112"
"58746","2002-03","1a","120","34","0","0","154"
"58746","2003-04","1a","120","34","0","0","154"
"58746","2004-05","1a","120","34","0","0","154"
"58746","2005-06","1a","120","34","0","0","154"
"58746","2006-07","1a","120","34","0","0","154"
"58746","2007-08","1a","120","34","0","0","154"
"58746","2008-09","1a","120","34","0","0","154"
"58746","2009-10","1a","42","10","0","0","52"
"58746","2010-11","1a","42","10","0","0","52"
"58746","2011-12","1a","42","10","9","0","61"
"58746","2012-13","1a","42","10","0","0","52"
"58746","2013-14","1a","52","13","0","0","65"
"58746","2014-15","1a","55","14","0","0","69"
"58748","2002-03","1a","84","37","0","0","121"
"58748","2003-04","1a","84","20","0","0","104"
"58748","2004-05","1a","84","20","0","0","104"
"58748","2005-06","1a","716","716","0","0","1432"
"58748","2006-07","1a","918","220","0","0","1138"
"58748","2007-08","1a","910","218","0","0","1128"
"58748","2008-09","1a","901","216","0","0","1117"
"58748","2009-10","1a","893","215","714","0","1822"
"58748","2010-11","1a","884","213","495","0","1592"
"58748","2011-12","1a","874","209","280","0","1363"
"58748","2012-13","1a","868","208","69","180","1325"
"58748","2013-14","1a","940","225","0","180","1345"
"58748","2014-15","1a","930","242","0","180","1352"
"58750","2002-03","1a","240","106","0","0","346"
"58750","2003-04","1a","398","96","1496","0","1990"
"58750","2004-05","1a","312","75","0","0","387"
"58750","2005-06","1a","312","75","0","0","387"
"58750","2006-07","1a","312","75","0","0","387"
"58750","2007-08","1a","312","75","0","0","387"
"58750","2008-09","1a","379","91","970","0","1440"
"58750","2009-10","1a","376","90","872","0","1338"
"58750","2010-11","1a","373","90","776","0","1239"
"58750","2011-12","1a","391","94","55","0","540"
"58750","2012-13","1a","388","93","101","180","762"
"58750","2013-14","1a","442","106","9","180","737"
"58750","2014-15","1a","359","93","402","180","1034"
"58751","2002-03","1a","45","20","0","0","65"
"58751","2003-04","1a","45","11","0","0","56"
"58751","2004-05","1a","45","11","0","0","56"
"58751","2005-06","1a","45","11","0","0","56"
"58751","2006-07","1a","45","11","0","0","56"
"58751","2007-08","1a","45","11","0","0","56"
"58751","2008-09","1a","45","11","0","0","56"
"58751","2009-10","1a","52","12","44","0","108"
"58751","2010-11","1a","52","12","35","0","99"
"58751","2011-12","1a","52","12","22","0","86"
"58751","2012-13","1a","52","12","10","0","74"
"58751","2013-14","1a","65","16","0","0","81"
"58751","2014-15","1a","58","15","65","0","138"
"58755","2002-03","1a","100","24","0","0","124"
"58755","2003-04","1a","100","24","0","0","124"
"58755","2004-05","1a","100","24","0","0","124"
"58755","2005-06","1a","100","24","0","0","124"
"58755","2006-07","1a","100","24","0","0","124"
"58755","2007-08","1a","100","24","0","0","124"
"58755","2008-09","1a","100","24","0","0","124"
"58755","2009-10","1a","100","24","0","0","124"
"58755","2010-11","1a","60","14","125","0","199"
"58755","2011-12","1a","60","14","110","0","184"
"58755","2012-13","1a","60","14","96","0","170"
"58755","2013-14","1a","78","19","106","0","203"
"58755","2014-15","1a","78","20","87","0","185"
"58756","2002-03","1a","96","28","0","0","124"
"58756","2003-04","1a","96","23","0","0","119"
"58756","2004-05","1a","96","23","0","0","119"
"58756","2005-06","1a","387","92","0","0","479"
"58756","2006-07","1a","290","70","249","0","609"
"58756","2007-08","1a","288","69","248","0","605"
"58756","2008-09","1a","286","69","246","0","601"
"58756","2009-10","1a","284","68","244","0","596"
"58756","2010-11","1a","281","67","242","0","590"
"58756","2011-12","1a","279","67","184","0","530"
"58756","2012-13","1a","277","66","116","180","639"
"58756","2013-14","1a","316","76","57","180","629"
"58756","2014-15","1a","313","81","19","180","593"
"58757","2002-03","1a","387","173","0","0","560"
"58757","2003-04","1a","383","92","0","0","475"
"58757","2004-05","1a","375","90","0","0","465"
"58757","2005-06","1a","485","115","0","0","600"
"58757","2006-07","1a","485","115","0","0","600"
"58757","2007-08","1a","485","115","0","0","600"
"58757","2008-09","1a","485","115","0","0","600"
"58757","2009-10","1a","485","115","0","0","600"
"58757","2010-11","1a","465","112","279","0","856"
"58757","2011-12","1a","461","111","165","0","737"
"58757","2012-13","1a","456","109","54","180","799"
"58757","2013-14","1a","520","125","104","180","929"
"58757","2014-15","1a","489","127","0","180","796"
"58758","2002-03","1a","701","308","2804","0","3813"
"58758","2003-04","1a","558","134","0","0","692"
"58758","2004-05","1a","558","134","0","0","692"
"58758","2005-06","1a","829","199","0","0","1028"
"58758","2006-07","1a","822","197","0","0","1019"
"58758","2007-08","1a","725","174","0","0","899"
"58758","2008-09","1a","718","172","0","0","890"
"58758","2009-10","1a","712","171","0","0","883"
"58758","2010-11","1a","705","169","0","0","874"
"58758","2011-12","1a","700","168","126","0","994"
"58758","2012-13","1a","694","167","111","180","1152"
"58758","2013-14","1a","791","190","111","180","1272"
"58758","2014-15","1a","627","163","702","180","1672"
"58763","2002-03","1a","255","112","1020","0","1387"
"58763","2003-04","1a","253","61","951","0","1265"
"58763","2004-05","1a","251","60","884","0","1195"
"58763","2005-06","1a","331","70","0","0","401"
"58763","2006-07","1a","331","70","0","0","401"
"58763","2007-08","1a","331","70","0","0","401"
"58763","2008-09","1a","331","70","0","0","401"
"58763","2009-10","1a","331","70","0","0","401"
"58763","2010-11","1a","317","77","235","0","629"
"58763","2011-12","1a","314","75","157","0","546"
"58763","2012-13","1a","311","75","81","180","647"
"58763","2013-14","1a","355","85","7","180","627"
"58763","2014-15","1a","351","91","393","180","1015"
"58764","2002-03","1a","38","17","32","0","87"
"58764","2003-04","1a","38","9","32","0","79"
"58764","2004-05","1a","44","11","0","0","55"
"58764","2005-06","1a","63","15","0","0","78"
"58764","2006-07","1a","63","15","0","0","78"
"58764","2007-08","1a","63","15","0","0","78"
"58764","2008-09","1a","63","15","0","0","78"
"58764","2009-10","1a","63","15","0","0","78"
"58764","2010-11","1a","38","9","22","0","69"
"58764","2011-12","1a","38","9","13","0","60"
"58764","2012-13","1a","38","9","4","0","51"
"58764","2013-14","1a","49","12","2","0","63"
"58764","2014-15","1a","82","21","2","0","105"
"58768","2002-03","1a","428","188","0","0","616"
"58768","2003-04","1a","424","102","0","0","526"
"58768","2004-05","1a","315","75","0","0","390"
"58768","2005-06","1a","555","133","0","0","688"
"58768","2006-07","1a","550","132","1672","0","2354"
"58768","2007-08","1a","500","119","0","0","619"
"58768","2008-09","1a","638","135","0","0","773"
"58768","2009-10","1a","535","128","0","0","663"
"58768","2010-11","1a","530","127","0","0","657"
"58768","2011-12","1a","525","126","0","0","651"
"58768","2012-13","1a","521","125","145","180","971"
"58768","2013-14","1a","593","142","23","180","938"
"58768","2014-15","1a","588","153","659","180","1580"
"58769","2002-03","1a","522","230","0","0","752"
"58769","2003-04","1a","495","119","0","0","614"
"58769","2004-05","1a","650","156","0","0","806"
"58769","2005-06","1a","650","156","0","0","806"
"58769","2006-07","1a","650","156","0","0","806"
"58769","2007-08","1a","650","156","0","0","806"
"58769","2008-09","1a","650","156","0","0","806"
"58769","2009-10","1a","650","156","0","0","806"
"58769","2010-11","1a","650","156","0","0","806"
"58769","2011-12","1a","650","156","65","0","871"
"58769","2012-13","1a","612","147","146","180","1085"
"58769","2013-14","1a","698","168","0","180","1046"
"58769","2014-15","1a","692","180","775","180","1827"
"58771","2002-03","1a","88","39","75","0","203"
"58771","2003-04","1a","87","21","75","0","183"
"58771","2004-05","1a","86","21","74","0","181"
"58771","2005-06","1a","114","27","98","0","239"
"58771","2006-07","1a","113","27","97","0","237"
"58771","2007-08","1a","112","27","96","0","235"
"58771","2008-09","1a","112","27","96","0","235"
"58771","2009-10","1a","111","27","95","0","233"
"58771","2010-11","1a","110","26","81","0","217"
"58771","2011-12","1a","109","26","54","0","189"
"58771","2012-13","1a","108","25","28","180","341"
"58771","2013-14","1a","124","30","2","180","336"
"58771","2014-15","1a","123","32","5","180","340"
"58774","2002-03","1a","296","128","0","0","424"
"58774","2003-04","1a","287","68","0","0","355"
"58774","2004-05","1a","284","68","0","0","352"
"58774","2005-06","1a","281","67","0","0","348"
"58774","2006-07","1a","372","90","0","0","462"
"58774","2007-08","1a","368","88","0","0","456"
"58774","2008-09","1a","365","88","0","0","453"
"58774","2009-10","1a","362","86","0","0","448"
"58774","2010-11","1a","629","151","264","0","1044"
"58774","2011-12","1a","625","151","112","0","888"
"58774","2012-13","1a","352","84","126","180","743"
"58774","2013-14","1a","401","96","48","180","725"
"58774","2014-15","1a","398","103","0","180","681"
"58775","2002-03","1a","0","0","0","0","0"
"58775","2003-04","1a","0","0","0","0","0"
"58775","2004-05","1a","68","16","58","0","142"
"58775","2005-06","1a","68","16","58","0","142"
"58775","2006-07","1a","68","16","58","0","142"
"58775","2007-08","1a","68","16","58","0","142"
"58775","2008-09","1a","68","16","58","0","142"
"58775","2009-10","1a","68","16","54","0","138"
"58775","2010-11","1a","68","16","38","0","122"
"58775","2011-12","1a","68","16","22","0","106"
"58775","2012-13","1a","68","16","5","0","89"
