"PID","AssessmentYear","Ward_name","DemandTax","DemandCess","DemandPenalty","DemandSWMCess","DemandTotal"
"0","2016-17","1a","570","148","217","0","935"
"0","2015-16","1a","1514","348","939","0","2801"
"0","2014-15","1a","1478","340","1271","0","3089"
"0","2010-11","1a","796","167.16","1448.72","0","2411.88"
"0","2008-09","1a","78","16","179","0","273"
"0","2002-03","1a","952","390","3560","0","4902"
"0","2006-07","1a","390","82","1084","0","1556"
"3190","2002-03","1a","183","81","157","0","421"
"3190","2003-04","1a","183","44","157","0","384"
"3190","2004-05","1a","183","44","157","0","384"
"3190","2005-06","1a","183","44","157","0","384"
"3190","2006-07","1a","183","44","157","0","384"
"3190","2007-08","1a","183","44","157","0","384"
"3190","2008-09","1a","183","44","157","0","384"
"3190","2009-10","1a","183","44","113","0","340"
"3190","2010-11","1a","183","44","70","0","297"
"3190","2011-12","1a","183","44","26","0","253"
"3190","2012-13","1a","311","65","498","0","874"
"3190","2013-14","1a","311","65","423","0","799"
"3190","2014-15","1a","402","85","450","0","937"
"3190","2015-16","1a","402","85","354","0","841"
"3342","2002-03","1a","115","50","0","0","165"
"3342","2003-04","1a","115","27","0","0","142"
"3342","2004-05","1a","115","27","0","0","142"
"3342","2005-06","1a","115","27","0","0","142"
"3342","2006-07","1a","115","27","0","0","142"
"3342","2007-08","1a","115","27","0","0","142"
"3342","2008-09","1a","115","27","0","0","142"
"3342","2009-10","1a","1638","393","0","0","2031"
"3342","2010-11","1a","65","16","0","0","81"
"3342","2011-12","1a","65","16","0","0","81"
"3342","2012-13","1a","65","16","1","0","82"
"3342","2013-14","1a","84","21","0","0","105"
"3342","2014-15","1a","84","22","94","0","200"
"4719","2002-03","1a","206","91","0","0","297"
"4719","2003-04","1a","206","49","0","0","255"
"4719","2004-05","1a","206","49","0","0","255"
"4719","2005-06","1a","206","49","0","0","255"
"4719","2006-07","1a","206","49","0","0","255"
"4719","2007-08","1a","206","49","0","0","255"
"4719","2008-09","1a","206","49","0","0","255"
"4719","2009-10","1a","88","21","0","0","109"
"4719","2010-11","1a","391","94","813","0","1298"
"4719","2011-12","1a","512","123","942","0","1577"
"4719","2012-13","1a","512","123","819","0","1454"
"4719","2013-14","1a","512","123","696","0","1331"
"4719","2014-15","1a","662","172","741","0","1575"
"4719","2015-16","1a","662","172","583","0","1417"
"4879","2015-16","1a","91","21","80","0","192"
"4879","2016-17","1a","408","188","261","0","857"
"4879","2002-03","1a","75","33","0","0","108"
"4879","2003-04","1a","75","18","0","0","93"
"4879","2004-05","1a","75","18","0","0","93"
"4879","2005-06","1a","75","18","0","0","93"
"4879","2006-07","1a","75","18","0","0","93"
"4879","2007-08","1a","75","18","0","0","93"
"4879","2008-09","1a","75","18","0","0","93"
"4879","2009-10","1a","75","33","0","0","108"
"4879","2010-11","1a","54","11","112","0","177"
"4879","2011-12","1a","70","15","129","0","214"
"4879","2012-13","1a","70","15","112","0","197"
"4879","2013-14","1a","223","47","303","0","573"
"4879","2014-15","1a","91","21","102","0","214"
"4880","2002-03","1a","0","0","0","0","0"
"4880","2003-04","1a","0","0","0","0","0"
"4880","2004-05","1a","0","0","0","0","0"
"4880","2005-06","1a","0","0","0","0","0"
"4880","2006-07","1a","0","0","0","0","0"
"4880","2007-08","1a","0","0","0","0","0"
"4880","2008-09","1a","60","14","0","0","74"
"4880","2009-10","1a","61","15","40","0","116"
"4880","2010-11","1a","61","15","26","0","102"
"4880","2011-12","1a","61","15","11","0","87"
"4880","2012-13","1a","61","15","0","0","76"
"4880","2013-14","1a","79","19","11","0","109"
"4880","2014-15","1a","79","21","88","0","188"
"5016","2002-03","1a","0","0","0","0","0"
"5016","2003-04","1a","0","0","0","0","0"
"5016","2004-05","1a","0","0","0","0","0"
"5016","2005-06","1a","0","0","0","0","0"
"5016","2006-07","1a","2431","583","0","0","3014"
"5016","2007-08","1a","350","84","0","0","434"
"5016","2008-09","1a","322","77","277","0","676"
"5016","2009-10","1a","319","77","198","0","594"
"5016","2010-11","1a","317","76","120","0","513"
"5016","2011-12","1a","314","75","44","0","433"
"5016","2012-13","1a","296","71","0","0","367"
"5016","2013-14","1a","355","85","92","360","892"
"5016","2014-15","1a","353","92","7","180","632"
"5017","2002-03","1a","0","0","0","0","0"
"5017","2003-04","1a","0","0","0","0","0"
"5017","2004-05","1a","0","0","0","0","0"
"5017","2005-06","1a","0","0","0","0","0"
"5017","2006-07","1a","0","0","0","0","0"
"5017","2007-08","1a","0","0","0","0","0"
"5017","2008-09","1a","245","59","0","0","396"
"5017","2009-10","1a","245","59","0","0","396"
"5017","2010-11","1a","245","59","0","0","396"
"5017","2011-12","1a","245","59","0","0","396"
"5017","2012-13","1a","245","59","117","0","421"
"5017","2013-14","1a","318","76","76","0","470"
"5017","2014-15","1a","318","83","0","0","401"
"5017","2015-16","1a","296","68","260","0","624"
"5017","2016-17","1a","1334","347","854","0","2535"
"5017","2017-18","1a","341","89","136","0","566"
"5018","2015-16","1a","169","39","149","0","357"
"5018","2016-17","1a","762","198","488","0","1448"
"5018","2017-18","1a","195","51","78","0","324"
"5018","2002-03","1a","0","0","0","0","0"
"5018","2003-04","1a","0","0","0","0","0"
"5018","2004-05","1a","0","0","0","0","0"
"5018","2005-06","1a","0","0","0","0","0"
"5018","2006-07","1a","0","0","0","0","0"
"5018","2007-08","1a","0","0","0","0","0"
"5018","2008-09","1a","280","67","0","0","360"
"5018","2009-10","1a","140","34","120","0","294"
"5018","2010-11","1a","140","34","120","0","294"
"5018","2011-12","1a","140","34","95","0","269"
"5018","2012-13","1a","140","34","62","0","236"
"5018","2013-14","1a","182","44","36","0","262"
"5018","2014-15","1a","173","45","0","0","218"
"5019","2002-03","1a","0","0","0","0","0"
"5019","2003-04","1a","0","0","0","0","0"
"5019","2004-05","1a","0","0","0","0","0"
"5019","2005-06","1a","0","0","0","0","0"
"5019","2006-07","1a","0","0","0","0","0"
"5019","2007-08","1a","0","0","0","0","0"
"5019","2008-09","1a","165","40","51","0","347"
"5019","2009-10","1a","165","40","51","0","347"
"5019","2010-11","1a","165","40","51","0","347"
"5019","2011-12","1a","165","40","44","0","327"
"5019","2012-13","1a","165","40","82","0","287"
"5019","2013-14","1a","214","51","55","0","320"
"5019","2014-15","1a","214","56","4","0","274"
"5020","2002-03","1a","27","13","0","0","40"
"5020","2003-04","1a","27","8","0","0","35"
"5020","2004-05","1a","27","8","0","0","35"
"5020","2005-06","1a","27","8","0","0","35"
"5020","2006-07","1a","27","8","0","0","35"
"5020","2007-08","1a","27","8","0","0","35"
"5020","2008-09","1a","27","8","0","0","35"
"5020","2009-10","1a","27","7","23","0","57"
"5020","2010-11","1a","27","7","17","0","51"
"5020","2011-12","1a","27","7","11","0","45"
"5020","2012-13","1a","27","7","4","0","38"
"5020","2013-14","1a","35","8","48","0","91"
"5020","2014-15","1a","35","9","39","0","83"
"5021","2002-03","1a","36","14","0","0","50"
"5021","2003-04","1a","36","9","0","0","45"
"5021","2004-05","1a","36","9","0","0","45"
"5021","2005-06","1a","36","9","0","0","45"
"5021","2006-07","1a","36","9","0","0","45"
"5021","2007-08","1a","36","9","0","0","45"
"5021","2008-09","1a","36","9","0","0","45"
"5021","2009-10","1a","36","9","84","0","129"
"5021","2010-11","1a","36","9","75","0","120"
"5021","2011-12","1a","36","9","66","0","111"
"5021","2012-13","1a","36","9","58","0","103"
"5021","2013-14","1a","47","11","64","0","122"
"5021","2014-15","1a","47","12","53","0","112"
"5022","2002-03","1a","300","132","1200","0","1632"
"5022","2003-04","1a","300","72","1128","0","1500"
"5022","2004-05","1a","300","72","1056","0","1428"
"5022","2005-06","1a","300","72","984","0","1356"
"5022","2006-07","1a","300","72","912","0","1284"
"5022","2007-08","1a","300","72","840","0","1212"
"5022","2008-09","1a","474","114","0","0","587"
"5022","2009-10","1a","300","72","696","0","1068"
"5022","2010-11","1a","300","72","624","0","996"
"5022","2011-12","1a","300","72","552","0","924"
"5022","2012-13","1a","300","72","480","0","852"
"5022","2013-14","1a","390","94","530","0","1014"
"5022","2014-15","1a","390","101","437","0","928"
"5023","2002-03","1a","0","0","0","0","0"
"5023","2003-04","1a","0","0","0","0","0"
"5023","2004-05","1a","0","0","0","0","0"
"5023","2005-06","1a","0","0","0","0","0"
"5023","2006-07","1a","0","0","0","0","0"
"5023","2007-08","1a","0","0","0","0","0"
"5023","2008-09","1a","0","0","0","0","0"
"5023","2009-10","1a","0","0","0","0","0"
"5023","2010-11","1a","50","12","0","0","62"
"5023","2011-12","1a","50","12","16","0","78"
"5023","2012-13","1a","588","141","47","180","956"
"5023","2013-14","1a","670","161","188","180","1199"
"5023","2014-15","1a","663","172","27","180","1042"
"5024","2002-03","1a","0","0","0","0","0"
"5024","2003-04","1a","0","0","0","0","0"
"5024","2004-05","1a","0","0","0","0","0"
"5024","2005-06","1a","0","0","0","0","0"
"5024","2006-07","1a","0","0","0","0","0"
"5024","2007-08","1a","0","0","0","0","0"
"5024","2008-09","1a","36","9","0","0","45"
"5024","2009-10","1a","36","16","0","0","52"
"5024","2010-11","1a","36","9","0","0","45"
"5024","2011-12","1a","36","9","0","0","45"
"5024","2012-13","1a","36","9","0","0","45"
"5024","2013-14","1a","45","11","0","0","56"
"5024","2014-15","1a","45","12","0","0","57"
"5024","2015-16","1a","32","7","28","0","67"
"5024","2016-17","1a","143","53","92","0","288"
"5025","2002-03","1a","0","0","0","0","0"
"5025","2003-04","1a","0","0","0","0","0"
"5025","2004-05","1a","0","0","0","0","0"
"5025","2005-06","1a","0","0","0","0","0"
"5025","2006-07","1a","0","0","0","0","0"
"5025","2007-08","1a","97","23","0","0","120"
"5025","2008-09","1a","97","23","0","0","120"
"5025","2009-10","1a","97","23","83","0","203"
"5025","2010-11","1a","97","23","81","0","201"
"5025","2011-12","1a","97","23","58","0","178"
"5025","2012-13","1a","97","23","35","0","155"
"5025","2013-14","1a","126","30","15","0","171"
"5025","2014-15","1a","126","33","141","0","300"
"7896","2015-16","1a","959","221","844","180","2204"
"7896","2016-17","1a","91","42","58","0","191"
"7896","2017-18","1a","942","245","377","0","1564"
"7896","2002-03","1a","685","302","0","0","987"
"7896","2003-04","1a","633","152","0","0","785"
"7896","2004-05","1a","628","151","0","0","779"
"7896","2005-06","1a","934","224","0","0","1158"
"7896","2006-07","1a","927","222","0","0","1149"
"7896","2007-08","1a","864","207","0","0","1071"
"7896","2008-09","1a","857","206","0","0","1063"
"7896","2009-10","1a","849","204","0","0","1053"
"7896","2010-11","1a","843","202","624","0","1669"
"7896","2011-12","1a","836","200","418","0","1454"
"7896","2012-13","1a","830","199","216","180","1425"
"7896","2013-14","1a","947","227","19","180","1373"
"7896","2014-15","1a","968","223","1084","180","2455"
"11963","2002-03","1a","36","16","30","0","83"
"11963","2003-04","1a","36","9","30","0","75"
"11963","2004-05","1a","36","9","30","0","75"
"11963","2005-06","1a","36","9","30","0","75"
"11963","2006-07","1a","36","9","30","0","75"
"11963","2007-08","1a","36","9","30","0","75"
"11963","2008-09","1a","36","9","30","0","75"
"11963","2009-10","1a","36","9","30","0","75"
"11963","2010-11","1a","36","9","23","0","68"
"11963","2011-12","1a","36","9","14","0","59"
"11963","2012-13","1a","36","9","5","0","50"
"11963","2013-14","1a","56","13","76","0","145"
"11963","2014-15","1a","73","17","82","0","172"
"11963","2015-16","1a","73","17","64","0","154"
"11963","2016-17","1a","327","85","209","0","621"
"11963","2017-18","1a","83","22","33","0","138"
"14677","2002-03","1a","75","33","0","0","108"
"14677","2003-04","1a","75","18","0","0","93"
"14677","2004-05","1a","75","18","0","0","93"
"14677","2005-06","1a","75","18","0","0","93"
"14677","2006-07","1a","75","18","0","0","93"
"14677","2007-08","1a","75","18","0","0","93"
"14677","2008-09","1a","75","18","0","0","93"
"14677","2009-10","1a","75","18","0","0","93"
"14677","2010-11","1a","75","18","0","0","93"
"14677","2011-12","1a","75","18","12","0","105"
"14677","2012-13","1a","75","18","4","0","97"
"14677","2013-14","1a","93","23","0","0","116"
"14677","2014-15","1a","93","24","0","0","117"
"14681","2002-03","1a","75","33","0","0","108"
"14681","2003-04","1a","75","18","0","0","93"
"14681","2004-05","1a","75","18","0","0","93"
"14681","2005-06","1a","75","18","0","0","93"
"14681","2006-07","1a","75","18","0","0","93"
"14681","2007-08","1a","75","18","0","0","93"
"14681","2008-09","1a","75","18","0","0","93"
"14681","2009-10","1a","75","18","0","0","93"
"14681","2010-11","1a","75","18","0","0","93"
"14681","2011-12","1a","75","18","12","0","105"
"14681","2012-13","1a","75","18","4","0","97"
"14681","2013-14","1a","93","23","0","0","116"
"14681","2014-15","1a","93","24","0","0","117"
"14702","2002-03","1a","75","33","0","0","108"
"14702","2003-04","1a","75","18","0","0","93"
"14702","2004-05","1a","75","18","0","0","93"
"14702","2005-06","1a","75","18","0","0","93"
"14702","2006-07","1a","75","18","0","0","93"
"14702","2007-08","1a","75","18","0","0","93"
"14702","2008-09","1a","75","18","0","0","93"
"14702","2009-10","1a","75","18","0","0","93"
"14702","2010-11","1a","75","18","0","0","93"
"14702","2011-12","1a","75","18","12","0","105"
"14702","2012-13","1a","75","18","4","0","97"
"14702","2013-14","1a","93","23","0","0","116"
"14702","2014-15","1a","93","24","0","0","117"
"17130","2002-03","1a","45","20","39","0","104"
"17130","2003-04","1a","45","11","39","0","95"
"17130","2004-05","1a","45","11","39","0","95"
"17130","2005-06","1a","45","11","39","0","95"
"17130","2006-07","1a","45","11","39","0","95"
"17130","2007-08","1a","45","11","39","0","95"
"17130","2008-09","1a","45","11","39","0","95"
"17130","2009-10","1a","45","11","39","0","95"
"17130","2010-11","1a","45","11","28","0","84"
"17130","2011-12","1a","45","11","17","0","73"
"17130","2012-13","1a","45","11","6","0","62"
"17130","2013-14","1a","58","14","0","0","72"
"17130","2014-15","1a","55","14","0","0","69"
"17130","2015-16","1a","99","26","10","0","135"
"17147","2002-03","1a","36","16","30","0","82"
"17147","2003-04","1a","36","8","31","0","75"
"17147","2004-05","1a","36","8","31","0","75"
"17147","2005-06","1a","36","8","31","0","75"
"17147","2006-07","1a","36","8","31","0","75"
"17147","2007-08","1a","36","8","31","0","75"
"17147","2008-09","1a","36","8","31","0","75"
"17147","2009-10","1a","36","8","31","0","75"
"17147","2010-11","1a","36","8","22","0","66"
"17147","2011-12","1a","36","8","14","0","58"
"17147","2012-13","1a","36","8","5","0","49"
"17147","2013-14","1a","1233","296","24","180","1733"
"17147","2014-15","1a","1221","317","1368","180","3086"
"27667","2002-03","1a","75","33","0","0","108"
"27667","2003-04","1a","75","18","0","0","93"
"27667","2004-05","1a","75","18","0","0","93"
"27667","2005-06","1a","75","18","0","0","93"
"27667","2006-07","1a","75","18","0","0","93"
"27667","2007-08","1a","75","18","0","0","93"
"27667","2008-09","1a","75","18","0","0","93"
"27667","2009-10","1a","75","18","0","0","93"
"27667","2010-11","1a","75","18","0","0","93"
"27667","2011-12","1a","75","18","0","0","93"
"27667","2012-13","1a","75","18","12","0","105"
"27667","2013-14","1a","98","24","0","0","122"
"27667","2014-15","1a","98","25","110","0","233"
"28796","2004-05","1a","38","9","134","0","181"
"28796","2005-06","1a","36","9","0","0","45"
"28796","2006-07","1a","36","9","0","0","45"
"28796","2007-08","1a","38","9","0","0","47"
"28796","2008-09","1a","38","9","0","0","47"
"28796","2009-10","1a","38","9","0","0","47"
"28796","2010-11","1a","38","9","79","0","126"
"28796","2011-12","1a","38","9","70","0","117"
"28796","2012-13","1a","38","9","61","0","108"
"28796","2013-14","1a","50","12","68","0","130"
"28796","2014-15","1a","50","13","56","0","119"
"28796","2002-03","1a","38","17","152","0","207"
"28796","2003-04","1a","38","9","143","0","190"
"28971","2002-03","1a","39","17","156","0","212"
"28971","2003-04","1a","39","9","147","0","195"
"28971","2004-05","1a","39","9","137","0","185"
"28971","2005-06","1a","36","9","0","0","45"
"28971","2006-07","1a","36","9","0","0","45"
"28971","2007-08","1a","39","9","0","0","48"
"28971","2008-09","1a","39","9","0","0","48"
"28971","2009-10","1a","39","9","0","0","48"
"28971","2010-11","1a","39","9","81","0","129"
"28971","2011-12","1a","39","9","72","0","120"
"28971","2012-13","1a","39","9","62","0","110"
"28971","2013-14","1a","50","12","68","0","130"
"28971","2014-15","1a","50","13","56","0","119"
"29117","2002-03","1a","0","0","0","0","0"
"29117","2003-04","1a","0","0","0","0","0"
"29117","2004-05","1a","0","0","0","0","0"
"29117","2005-06","1a","36","9","0","0","45"
"29117","2006-07","1a","36","9","0","0","45"
"29117","2007-08","1a","39","9","0","0","48"
"29117","2008-09","1a","39","9","0","0","48"
"29117","2009-10","1a","39","9","0","0","48"
"29117","2010-11","1a","40","10","16","0","66"
"29117","2011-12","1a","40","10","6","0","56"
"29117","2012-13","1a","40","9","6","0","55"
"29117","2013-14","1a","52","12","71","0","135"
"29117","2014-15","1a","52","14","58","0","124"
"29189","2002-03","1a","37","16","148","0","201"
"29189","2003-04","1a","37","9","139","0","185"
"29189","2004-05","1a","37","9","130","0","176"
"29189","2005-06","1a","36","9","0","0","45"
"29189","2006-07","1a","36","9","0","0","45"
"29189","2007-08","1a","37","9","0","0","46"
"29189","2008-09","1a","37","9","0","0","46"
"29189","2009-10","1a","37","9","0","0","46"
"29189","2010-11","1a","37","9","77","0","123"
"29189","2011-12","1a","37","9","68","0","114"
"29189","2012-13","1a","37","9","59","0","105"
"29189","2013-14","1a","48","12","65","0","125"
"29189","2014-15","1a","48","12","54","0","114"
"29249","2002-03","1a","0","0","0","0","0"
"29249","2003-04","1a","0","0","0","0","0"
"29249","2004-05","1a","0","0","0","0","0"
"29249","2005-06","1a","36","9","0","0","45"
"29249","2006-07","1a","36","9","0","0","45"
"29249","2007-08","1a","36","9","0","0","45"
"29249","2008-09","1a","36","9","0","0","45"
"29249","2009-10","1a","36","9","0","0","45"
"29249","2010-11","1a","36","9","14","0","59"
"29249","2011-12","1a","36","9","6","0","51"
"29249","2012-13","1a","36","8","5","0","49"
"29249","2013-14","1a","47","11","64","0","122"
"29249","2014-15","1a","47","12","53","0","112"
"29321","2002-03","1a","36","16","144","0","196"
"29321","2003-04","1a","36","9","135","0","180"
"29321","2004-05","1a","36","9","127","0","172"
"29321","2005-06","1a","36","16","0","0","45"
"29321","2006-07","1a","36","9","0","0","45"
"29321","2007-08","1a","36","9","0","0","45"
"29321","2008-09","1a","36","9","0","0","45"
"29321","2009-10","1a","36","9","0","0","45"
"29321","2010-11","1a","36","9","75","0","120"
"29321","2011-12","1a","36","9","66","0","111"
"29321","2012-13","1a","36","9","58","0","103"
"29321","2013-14","1a","47","11","64","0","122"
"29321","2014-15","1a","47","12","53","0","112"
"29335","2002-03","1a","36","16","144","0","196"
"29335","2003-04","1a","36","9","135","0","180"
"29335","2004-05","1a","36","9","127","0","172"
"29335","2005-06","1a","39","9","0","0","48"
"29335","2006-07","1a","38","9","0","0","47"
"29335","2007-08","1a","37","9","0","0","46"
"29335","2008-09","1a","37","9","0","0","46"
"29335","2009-10","1a","37","9","0","0","46"
"29335","2010-11","1a","36","9","75","0","120"
"29335","2011-12","1a","36","9","66","0","111"
"29335","2012-13","1a","36","9","58","0","103"
"29335","2013-14","1a","47","11","64","0","122"
"29335","2014-15","1a","47","12","53","0","112"
"29340","2002-03","1a","40","18","160","0","218"
"29340","2003-04","1a","40","10","150","0","200"
"29340","2004-05","1a","40","10","141","0","191"
"29340","2005-06","1a","39","9","0","0","48"
"29340","2006-07","1a","38","9","0","0","47"
"29340","2007-08","1a","39","9","0","0","48"
"29340","2008-09","1a","39","9","0","0","48"
"29340","2009-10","1a","39","9","0","0","48"
"29340","2010-11","1a","40","10","83","0","133"
"29340","2011-12","1a","40","10","74","0","124"
"29340","2012-13","1a","40","10","64","0","114"
"29340","2013-14","1a","52","12","71","0","135"
"29340","2014-15","1a","52","14","58","0","124"
"29359","2002-03","1a","38","17","152","0","207"
"29359","2003-04","1a","38","9","143","0","190"
"29359","2004-05","1a","38","9","134","0","181"
"29359","2005-06","1a","39","17","0","0","48"
"29359","2006-07","1a","38","9","0","0","47"
"29359","2007-08","1a","38","9","0","0","47"
"29359","2008-09","1a","38","9","0","0","47"
"29359","2009-10","1a","38","9","0","0","47"
"29359","2010-11","1a","38","9","79","0","126"
"29359","2011-12","1a","38","9","70","0","117"
"29359","2012-13","1a","38","9","61","0","108"
"29359","2013-14","1a","50","12","68","0","130"
"29359","2014-15","1a","50","13","56","0","119"
"29379","2002-03","1a","65","29","260","0","354"
"29379","2003-04","1a","65","16","244","0","325"
"29379","2004-05","1a","65","16","229","0","310"
"29379","2005-06","1a","39","9","0","0","48"
"29379","2006-07","1a","39","9","0","0","48"
"29379","2007-08","1a","39","9","0","0","48"
"29379","2008-09","1a","39","9","0","0","48"
"29379","2009-10","1a","38","9","0","0","47"
"29379","2010-11","1a","65","16","135","0","216"
"29379","2011-12","1a","65","16","120","0","201"
"29379","2012-13","1a","65","16","104","0","185"
"29379","2013-14","1a","84","20","114","0","218"
"29379","2014-15","1a","84","22","94","0","200"
"29399","2002-03","1a","60","26","51","0","138"
"29399","2003-04","1a","60","15","52","0","127"
"29399","2004-05","1a","60","15","52","0","127"
"29399","2005-06","1a","60","15","52","0","127"
"29399","2006-07","1a","60","15","52","0","127"
"29399","2007-08","1a","60","15","52","0","127"
"29399","2008-09","1a","60","15","52","0","127"
"29399","2009-10","1a","60","15","52","0","127"
"29399","2010-11","1a","60","15","44","0","119"
"29399","2011-12","1a","60","15","30","0","105"
"29399","2012-13","1a","60","15","16","0","91"
"29399","2013-14","1a","78","19","2","0","99"
"29399","2014-15","1a","78","20","87","0","185"
"29474","2002-03","1a","39","17","156","0","212"
"29474","2003-04","1a","39","9","147","0","195"
"29474","2004-05","1a","39","9","137","0","185"
"29474","2005-06","1a","39","9","0","0","48"
"29474","2006-07","1a","38","9","0","0","47"
"29474","2007-08","1a","40","10","0","0","50"
"29474","2008-09","1a","40","10","0","0","50"
"29474","2009-10","1a","40","10","0","0","50"
"29474","2010-11","1a","39","9","81","0","129"
"29474","2011-12","1a","39","9","72","0","120"
"29474","2012-13","1a","39","9","62","0","110"
"29474","2013-14","1a","51","12","69","0","132"
"29474","2014-15","1a","51","13","57","0","121"
"29491","2002-03","1a","40","18","160","0","218"
"29491","2003-04","1a","40","10","150","0","200"
"29491","2004-05","1a","40","10","141","0","191"
"29491","2005-06","1a","42","9","0","0","51"
"29491","2006-07","1a","41","9","0","0","50"
"29491","2007-08","1a","40","10","0","0","50"
"29491","2008-09","1a","40","10","0","0","50"
"29491","2009-10","1a","40","10","0","0","50"
"29491","2010-11","1a","40","10","83","0","133"
"29491","2011-12","1a","40","10","74","0","124"
"29491","2012-13","1a","40","10","64","0","114"
"29491","2013-14","1a","52","12","71","0","135"
"29491","2014-15","1a","52","14","58","0","124"
"29509","2002-03","1a","41","18","164","0","223"
"29509","2003-04","1a","41","10","154","0","205"
"29509","2004-05","1a","41","10","144","0","195"
"29509","2005-06","1a","42","9","0","0","51"
"29509","2006-07","1a","41","9","0","0","50"
"29509","2007-08","1a","42","10","0","0","52"
"29509","2008-09","1a","42","10","0","0","52"
"29509","2009-10","1a","42","10","0","0","52"
"29509","2010-11","1a","41","10","85","0","136"
"29509","2011-12","1a","41","10","75","0","126"
"29509","2012-13","1a","41","10","66","0","117"
"29509","2013-14","1a","54","13","73","0","140"
"29509","2014-15","1a","54","14","60","0","128"
"29529","2002-03","1a","42","18","168","0","228"
"29529","2003-04","1a","42","10","158","0","210"
"29529","2004-05","1a","42","10","148","0","200"
"29529","2005-06","1a","42","9","0","0","51"
"29529","2006-07","1a","41","9","0","0","50"
"29529","2007-08","1a","42","10","0","0","52"
"29529","2008-09","1a","42","10","0","0","52"
"29529","2009-10","1a","42","10","0","0","52"
"29529","2010-11","1a","42","10","87","0","139"
"29529","2011-12","1a","42","10","77","0","129"
"29529","2012-13","1a","42","10","67","0","119"
"29529","2013-14","1a","54","13","73","0","140"
"29529","2014-15","1a","54","14","60","0","128"
"29601","2002-03","1a","84","37","0","0","121"
"29601","2003-04","1a","84","20","0","0","104"
"29601","2004-05","1a","84","20","0","0","104"
"29601","2005-06","1a","84","20","0","0","104"
"29601","2006-07","1a","84","20","0","0","104"
"29601","2007-08","1a","84","20","235","0","339"
"29601","2008-09","1a","84","20","215","0","319"
"29601","2009-10","1a","84","20","195","0","299"
"29601","2010-11","1a","84","20","175","0","279"
"29601","2011-12","1a","84","20","155","0","259"
"29601","2012-13","1a","72","17","14","0","103"
"29601","2013-14","1a","89","21","0","0","110"
"29601","2014-15","1a","109","28","122","0","259"
"29628","2002-03","1a","40","18","160","0","218"
"29628","2003-04","1a","40","10","150","0","200"
"29628","2004-05","1a","40","10","141","0","191"
"29628","2005-06","1a","40","10","131","0","181"
"29628","2006-07","1a","41","10","0","0","51"
"29628","2007-08","1a","41","10","0","0","51"
"29628","2008-09","1a","41","10","0","0","51"
"29628","2009-10","1a","68","16","0","0","84"
"29628","2010-11","1a","68","16","0","0","84"
"29628","2011-12","1a","68","16","0","0","84"
"29628","2012-13","1a","40","10","64","0","114"
"29628","2013-14","1a","53","13","72","0","138"
"29628","2014-15","1a","53","14","59","0","126"
"29644","2002-03","1a","0","0","0","0","0"
"29644","2003-04","1a","0","0","0","0","0"
"29644","2004-05","1a","0","0","0","0","0"
"29644","2005-06","1a","36","9","0","0","45"
"29644","2006-07","1a","36","9","0","0","45"
"29644","2007-08","1a","36","9","0","0","45"
"29644","2008-09","1a","36","9","31","0","76"
"29644","2009-10","1a","36","9","31","0","76"
"29644","2010-11","1a","36","9","31","0","76"
"29644","2011-12","1a","36","9","29","0","74"
"29644","2012-13","1a","36","9","20","0","65"
"29644","2013-14","1a","47","11","15","0","73"
"29644","2014-15","1a","47","12","4","0","63"
"29651","2002-03","1a","60","26","0","0","86"
"29651","2003-04","1a","60","14","0","0","74"
"29651","2004-05","1a","60","14","0","0","74"
"29651","2005-06","1a","30","7","0","0","37"
"29651","2006-07","1a","30","7","0","0","37"
"29651","2007-08","1a","60","14","168","0","242"
"29651","2008-09","1a","60","14","154","0","228"
"29651","2009-10","1a","60","14","139","0","213"
"29651","2010-11","1a","60","14","125","0","199"
"29651","2011-12","1a","60","14","110","0","184"
"29651","2012-13","1a","60","14","96","0","170"
"29651","2013-14","1a","78","19","106","0","203"
"29651","2014-15","1a","78","20","87","0","185"
"30077","2002-03","1a","60","24","0","0","84"
"30077","2003-04","1a","60","14","0","0","74"
"30077","2004-05","1a","60","14","0","0","74"
"30077","2005-06","1a","60","14","0","0","74"
"30077","2006-07","1a","60","14","0","0","74"
"30077","2007-08","1a","60","15","52","0","127"
"30077","2008-09","1a","320","76","0","0","396"
"30077","2009-10","1a","320","76","0","0","396"
"30077","2010-11","1a","320","76","0","0","396"
"30077","2011-12","1a","320","76","0","0","396"
"30077","2012-13","1a","60","15","22","0","97"
"30077","2013-14","1a","78","19","9","0","106"
"30077","2014-15","1a","74","19","0","0","93"
"30219","2002-03","1a","60","24","0","0","84"
"30219","2003-04","1a","60","14","0","0","74"
"30219","2004-05","1a","60","14","0","0","74"
"30219","2005-06","1a","60","14","0","0","74"
"30219","2006-07","1a","60","14","0","0","74"
"30219","2007-08","1a","60","14","0","0","74"
"30219","2008-09","1a","60","14","154","0","228"
"30219","2009-10","1a","60","14","139","0","213"
"30219","2010-11","1a","60","14","125","0","199"
"30219","2011-12","1a","60","14","110","0","184"
"30219","2012-13","1a","60","14","96","0","170"
"30219","2013-14","1a","78","19","106","0","203"
"30219","2014-15","1a","78","20","87","0","185"
"30242","2002-03","1a","36","16","0","0","52"
"30242","2003-04","1a","36","9","0","0","45"
"30242","2004-05","1a","36","9","0","0","45"
"30242","2005-06","1a","36","9","0","0","45"
"30242","2006-07","1a","36","9","0","0","45"
